filename	lines	domain	type	project	destination	confidence	ai_hint
MISSING FROM.md	4	life-systems	unknown		00_inbox/	MEDIUM	MISSING FROM
MISSING From 21 - 3538 American Dream Marcos.md	7	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	MISSING From 21 - 3538 American Dream Marcos
MISSING.md	3	unclassified	unknown		00_inbox/	LOW	MISSING
MOCKUMENTARY SCENE CHECKLIST.md	104	creative-studio|product-management|design-team	reference	campus-201	20_projects/prj-campus-201/	HIGH	MOCKUMENTARY SCENE CHECKLIST
MODERN RETRO PROMPTS I LIKE.md	34	creative-studio|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	MODERN RETRO PROMPTS I LIKE
MSSING FROM 21-3673 Finance Town Hall-.md	4	life-systems	unknown		00_inbox/	MEDIUM	MSSING FROM 21-3673 Finance Town Hall:
MWM (Movies With Mary).md	83	unclassified	personal		60_archive/apple-notes-personal/	MEDIUM	MWM (Movies With Mary)
MY APP LOGIN - pocket PM.md	11	product-management	idea		00_inbox/	MEDIUM	MY APP LOGIN - pocket PM
Makes collections for Keynotes Day 1 2 and 3.md	5	unclassified	list		50_sources/data/	MEDIUM	Makes collections for Keynotes Day 1 2 and 3
Male Cyclist – Home Screen Avatars (Full Prompts).md	26	creative-studio	unknown	16bitfit	20_projects/prj-16bitfit/	MEDIUM	Male Cyclist – Home Screen Avatars (Full Prompts)
Manual custom.md	3	unclassified	unknown		00_inbox/	LOW	Manual custom
Marcus – Combat Pose Prompts.md	105	creative-studio|life-systems|design-team	project-material		40_knowledge/references/	HIGH	Marcus – Combat Pose Prompts
Market structure - by the end of this module, you’ll be able to….md	4	unclassified	unknown		00_inbox/	LOW	Market structure - by the end of this module, you’ll be able to…
Mary Candy And Flowers.md	7	unclassified	unknown		00_inbox/	LOW	Mary Candy And Flowers
Mary and Sean Eat-Drink-Poop around the World-.md	20	life-systems	unknown	boston-move	20_projects/prj-boston-move/	MEDIUM	Mary and Sean Eat/Drink/Poop around the World.
Mary gift idea.md	5	creative-studio	idea		00_inbox/	MEDIUM	Mary gift idea
Maybe ask Cesar for access to allow me to allow users aka Claude Code….md	12	product-management|claude-mastery	unknown		40_knowledge/references/	MEDIUM	Maybe ask Cesar for access to allow me to allow users aka Claude Code…
Michael Jamin-com.md	4	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Michael Jamin.com
Mimir WFH Set Up.md	3	unclassified	unknown		00_inbox/	LOW	Mimir WFH Set Up
Mininum.md	3	unclassified	unknown		00_inbox/	LOW	Mininum
Missing From 21-3658 Service Asks - Stephanie Frawley-.md	3	unclassified	unknown		00_inbox/	LOW	Missing From 21-3658 Service Asks - Stephanie Frawley:
Missing from 20-3176.md	14	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Missing from 20-3176
Missing-.md	11	creative-studio	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Missing:
Miximo- Adobe 3d rigging - in bookmarks.md	6	claude-mastery	unknown		40_knowledge/references/	MEDIUM	Miximo- Adobe 3d rigging - in bookmarks
Mobile Shell Avatar Generation- Fix Report & Architecture Guide.md	96	claude-mastery|creative-studio|design-team	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	Mobile Shell Avatar Generation: Fix Report & Architecture Guide
Mobile app prompt.md	3	life-systems|creative-studio	project-material		40_knowledge/references/	HIGH	Mobile app prompt
Model Import Guide for Weavy-ai.md	158	claude-mastery	reference		40_knowledge/references/	MEDIUM	Model Import Guide for Weavy.ai
Money Plane Trailer - Timecodes- 0-08 - 0-14 - Van driving, Gun Shots….md	16	life-systems	project-material		40_knowledge/references/	MEDIUM	Money Plane Trailer - Timecodes: 0:08 - 0:14 - Van driving, Gun Shots…
More acronyms in ai.md	4	unclassified	reference		40_knowledge/references/	MEDIUM	More acronyms in ai
Morgan Stanley Solana Trust - Searched.md	3	product-management	unknown		40_knowledge/references/	MEDIUM	Morgan Stanley Solana Trust - Searched
Movie idea.md	4	unclassified	idea		00_inbox/	MEDIUM	Movie idea
Moving docker onto desktop- You can ask claude for more detail within….md	104	claude-mastery|life-systems|product-management	project-material		40_knowledge/references/	HIGH	Moving docker onto desktop. You can ask claude for more detail within…
Music-JIngles.md	5	unclassified	idea		00_inbox/	MEDIUM	Music/JIngles
My personal suggestions -.md	7	life-systems	unknown		00_inbox/	MEDIUM	My personal suggestions -
N8n documentations.md	6	claude-mastery	reference		40_knowledge/references/	HIGH	N8n documentations
N8n tools to use.md	19	claude-mastery|product-management|life-systems	idea		00_inbox/	HIGH	N8n tools to use
NBC Login - sean-winslow28@gmail-com.md	7	unclassified	unknown		00_inbox/	LOW	NBC Login : sean.winslow28@gmail.com
NEED TO INGEST FOR LTO 6-9- 1417M1C10010571-mov.md	7	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	NEED TO INGEST FOR LTO 6/9: 1417M1C10010571.mov
NETFLIX BIO.md	9	product-management|life-systems	personal		60_archive/apple-notes-personal/	HIGH	NETFLIX BIO
NEW YEARS SKETCH NOTES.md	28	life-systems|creative-studio|claude-mastery	ai-prompt		40_knowledge/references/	HIGH	NEW YEARS SKETCH NOTES
NORD VPN.md	5	unclassified	unknown		00_inbox/	LOW	NORD VPN
NOTE FOR SEAN - Use Gemini API Key (or do yourself depending on how….md	61	claude-mastery|product-management|design-team	personal	campus-201	20_projects/prj-campus-201/	HIGH	NOTE FOR SEAN - Use Gemini API Key (or do yourself depending on how…
NOTES FOR COMBAT POSES.md	4	creative-studio	unknown		40_knowledge/references/	MEDIUM	NOTES FOR COMBAT POSES
NOTES FOR ED.md	10	product-management	idea		00_inbox/	MEDIUM	NOTES FOR ED
NY-GOV.md	4	unclassified	unknown		00_inbox/	LOW	NY.GOV
NYL B-Roll workflow.md	42	creative-studio|life-systems	work-nyl		60_archive/apple-notes-nyl/	HIGH	NYL B-Roll workflow
NYL Laptop.md	3	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	NYL Laptop
NYL Lobby, Main Lobby, Camera Equipment, Interview,.md	7	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	NYL Lobby, Main Lobby, Camera Equipment, Interview,
NYL Masterclass.md	3	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	NYL Masterclass
NYL WORK 4-7.md	4	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	NYL WORK 4/7
NYL WORK-.md	7	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	NYL WORK:
Nadine.md	9	unclassified	list		50_sources/data/	MEDIUM	Nadine
Name it branding on the side of mimir.md	5	unclassified	reference		40_knowledge/references/	MEDIUM	Name it branding on the side of mimir
Namecheap login-.md	183	product-management|life-systems|creative-studio	project-material		40_knowledge/references/	HIGH	Namecheap login:
Natalie's Nuclear Creek.md	8	creative-studio	personal		60_archive/apple-notes-personal/	HIGH	Natalie's Nuclear Creek
New API Key 6-6-25-.md	15	unclassified	unknown		00_inbox/	LOW	New API Key 6/6/25:
New gmail for ai work.md	4	unclassified	ai-prompt		60_archive/apple-notes-prompts/	MEDIUM	New gmail for ai work
New website prompt.md	265	life-systems|creative-studio|claude-mastery	project-material		40_knowledge/references/	HIGH	New website prompt
Nfl Plus-.md	3	unclassified	unknown		00_inbox/	LOW	Nfl Plus:
Nikita Orobenko - 9 hours ahead.md	4	unclassified	unknown		00_inbox/	LOW	Nikita Orobenko - 9 hours ahead
No bundle URL present-.md	19	unclassified	project-material		40_knowledge/references/	MEDIUM	No bundle URL present.
Norse flights are cheap.md	3	unclassified	unknown		00_inbox/	LOW	Norse flights are cheap
Notes For Karla.md	28	claude-mastery	creative-writing		40_knowledge/concepts/	MEDIUM	Notes For Karla
Notes for Synthesia.md	3	creative-studio	idea		00_inbox/	MEDIUM	Notes for Synthesia
Notes for Tom’s Script.md	10	unclassified	creative-writing		40_knowledge/concepts/	MEDIUM	Notes for Tom’s Script
Notes from meeting - Nikita O questions.md	15	unclassified	financial		50_sources/finance/	MEDIUM	Notes from meeting - Nikita O questions
Now upgrade the Learn page hero heading and layout to match the visual….md	23	life-systems|design-team|product-management	reference	campus-201	20_projects/prj-campus-201/	MEDIUM	Now upgrade the Learn page hero heading and layout to match the visual…
OG FROGGIT NOTES.md	56	creative-studio|product-management|design-team	project-material		40_knowledge/references/	HIGH	OG FROGGIT NOTES
OG Froggit Description-.md	8	creative-studio	unknown		40_knowledge/references/	MEDIUM	OG Froggit Description:
OLD PORTFOLIO CONTENT.md	9	product-management	idea		00_inbox/	MEDIUM	OLD PORTFOLIO CONTENT
OLD SCRIPT.md	21	product-management|life-systems	project-material	campus-201	20_projects/prj-campus-201/	MEDIUM	OLD SCRIPT
OUTDATED- CRITICAL- Images & Media Assets.md	352	product-management|creative-studio|claude-mastery	personal	campus-201	20_projects/prj-campus-201/	HIGH	OUTDATED: CRITICAL: Images & Media Assets
Of course- The key is to correct the other AI's misconception by providing….md	83	claude-mastery	reference		40_knowledge/references/	MEDIUM	Of course. The key is to correct the other AI's misconception by providing…
Ohhh.md	3	unclassified	unknown		00_inbox/	LOW	CBD website - dark chocolate day time
Ok, sounds good, thank you! Sorry to bug you on your day off- I’m….md	4	unclassified	personal		60_archive/apple-notes-personal/	MEDIUM	Ok, sounds good, thank you! Sorry to bug you on your day off. I’m…
Ok, we're going to start from scratch- I created a whole new website….md	84	creative-studio|design-team|life-systems	reference		40_knowledge/references/	HIGH	Ok, we're going to start from scratch. I created a whole new website…
Ok, we’re going to do a whole UX-UI revamp- I received a design from….md	416	creative-studio|product-management|life-systems	ai-prompt		40_knowledge/references/	HIGH	Ok, we’re going to do a whole UX/UI revamp. I received a design from…
Ok, you should be able to see these google drive links now- I’d like….md	4	creative-studio	ai-prompt		60_archive/apple-notes-prompts/	MEDIUM	Ok, you should be able to see these google drive links now. I’d like…
Okay team, the planning phase for 16BitFit-V3 is complete and fully….md	30	product-management|creative-studio|claude-mastery	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	Okay team, the planning phase for 16BitFit-V3 is complete and fully…
Old About section LinkedIn.md	9	life-systems	project-material		40_knowledge/references/	MEDIUM	Old About section LinkedIn
One of the QA developers on my team just asked me a question that….md	10	product-management	reference		40_knowledge/references/	HIGH	One of the QA developers on my team just asked me a question that…
OpenReel.md	4	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	OpenReel
Openart-ai.md	4	unclassified	unknown		00_inbox/	LOW	Openart.ai
Opening is him at the bar- Quick cuts of him getting rowdy.md	90	life-systems	creative-writing		40_knowledge/concepts/	MEDIUM	Opening is him at the bar. Quick cuts of him getting rowdy
Optimized Responses for ChatGPT Deep Research.md	49	claude-mastery|product-management|life-systems	reference		40_knowledge/references/	HIGH	Optimized Responses for ChatGPT Deep Research
Option 4.md	4	unclassified	unknown		00_inbox/	LOW	Option 4
Organize days on Timelines.md	13	unclassified	unknown		00_inbox/	LOW	Organize days on Timelines
"PERSONAL WEBSITE LAYOUT-								           Triangle Funnel Layout.md"	31	creative-studio|product-management|life-systems	project-material		40_knowledge/references/	HIGH	"PERSONAL WEBSITE LAYOUT:								           Triangle Funnel Layout"
PHOTOS INFO-.md	9	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	PHOTOS INFO:
PLURALSIGHT INFO-.md	3	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	PLURALSIGHT INFO:
POCKET PM -env file.md	7	claude-mastery	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	POCKET PM .env file
POJECT_ID=bitfit-fitness-app.md	155	creative-studio	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	POJECT_ID=bitfit-fitness-app
PROJECT GOAL.md	536	creative-studio|design-team|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	PROJECT GOAL
PROJECT- 16BitFit — selfie → pixel art avatar with authentic Game….md	26	creative-studio|claude-mastery|design-team	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	PROJECT: 16BitFit — selfie → pixel art avatar with authentic Game…
PROMPT-.md	43	claude-mastery	project-material		40_knowledge/references/	HIGH	PROMPT:
Parm.md	5	unclassified	unknown		00_inbox/	LOW	Diet Coke
Perfect! I've created three strategic guides for your Phase 2 work….md	89	product-management|claude-mastery|life-systems	project-material	superuser-pack	20_projects/prj-superuser-pack/	HIGH	Perfect! I've created three strategic guides for your Phase 2 work…
Perfect! The changes have been successfully committed and pushed to….md	37	design-team|creative-studio	reference		40_knowledge/references/	HIGH	Perfect! The changes have been successfully committed and pushed to…
Perfect! Your Zap is now complete and ready to publish- Here's the….md	28	product-management	unknown		40_knowledge/references/	MEDIUM	Perfect! Your Zap is now complete and ready to publish. Here's the…
Perplexity LoRa Training - Part 1 - The -Quantization-First- Dataset….md	6	unclassified	unknown		00_inbox/	LOW	"Perplexity LoRa Training - Part 1 - The ""Quantization-First"" Dataset…"
Personal Website Structure.md	5	unclassified	unknown		00_inbox/	LOW	Personal Website Structure
Personal Website.md	215	creative-studio|product-management|life-systems	project-material	campus-201	20_projects/prj-campus-201/	HIGH	Personal Website
Pete - Ed Anitore.md	16	unclassified	project-material		40_knowledge/references/	MEDIUM	Pete - Ed Anitore
Phase 4- Current State.md	51	product-management|life-systems|claude-mastery	project-material	campus-201	20_projects/prj-campus-201/	HIGH	Phase 4: Current State
Photo Used In Square Article, A Photo Tribute To Our Essential Workers….md	16	unclassified	unknown		00_inbox/	LOW	Photo Used In Square Article, A Photo Tribute To Our Essential Workers…
Photographed events such as weddings, bridal showers, company headshots….md	3	unclassified	personal		60_archive/apple-notes-personal/	MEDIUM	Photographed events such as weddings, bridal showers, company headshots…
Phuket.md	10	unclassified	unknown		00_inbox/	LOW	Phuket
Pixaroma Tutorial Series-- (Episodes 1, 10, 14, 28-) -- Complete character….md	4	creative-studio	reference		40_knowledge/references/	HIGH	Pixaroma Tutorial Series** (Episodes 1, 10, 14, 28\) \- Complete character…
Plan & execute-.md	19	product-management|life-systems	project-material	campus-201	20_projects/prj-campus-201/	HIGH	Plan & execute:
Please add the following folders into ().md	4	unclassified	ai-prompt		60_archive/apple-notes-prompts/	MEDIUM	Please add the following folders into ()
Please configure my Claude Desktop with this MCP as well by following….md	3	claude-mastery	ai-prompt		40_knowledge/references/	HIGH	Please configure my Claude Desktop with this MCP as well by following…
Please create a Node-js application that connects to Google's Imagen….md	51	creative-studio|claude-mastery|life-systems	ai-prompt		40_knowledge/references/	HIGH	Please create a Node.js application that connects to Google's Imagen…
Please do a deep dive on the company -The Block-- Here's the website….md	3	product-management	ai-prompt		40_knowledge/references/	HIGH	"Please do a deep dive on the company ""The Block"". Here's the website…"
Please duplicate the new and updated components you created for me….md	21	creative-studio	ai-prompt		40_knowledge/references/	HIGH	Please duplicate the new and updated components you created for me…
Please edit the attached photo and remove the @TIP_NZ at the bottom….md	12	design-team	ai-prompt		60_archive/apple-notes-prompts/	MEDIUM	Please edit the attached photo and remove the @TIP_NZ at the bottom…
Please generate and image of this scene- I’ve provided an image of….md	24	creative-studio|life-systems|design-team	project-material		40_knowledge/references/	HIGH	Please generate and image of this scene. I’ve provided an image of…
Please give me a color palette and description, similar to the Combat….md	14	creative-studio|life-systems|design-team	ai-prompt	16bitfit	20_projects/prj-16bitfit/	HIGH	Please give me a color palette and description, similar to the Combat…
Please help me format my notion page- Here's the page I'd like you….md	3	product-management	ai-prompt		60_archive/apple-notes-prompts/	MEDIUM	Please help me format my notion page. Here's the page I'd like you…
Please kill all running terminals and ports- I want to test the latest….md	39	claude-mastery|creative-studio|life-systems	ai-prompt	16bitfit	20_projects/prj-16bitfit/	HIGH	Please kill all running terminals and ports. I want to test the latest…
Please look into the latest documentation for both of those companies….md	3	claude-mastery|life-systems	reference		40_knowledge/references/	HIGH	Please look into the latest documentation for both of those companies…
Please look through the documentation of Veo 3 for the best ways to….md	21	creative-studio	creative-writing		40_knowledge/concepts/	HIGH	Please look through the documentation of Veo 3 for the best ways to…
Please perform a comprehensive audit of the 16BitFit-V3 project folder….md	32	creative-studio	ai-prompt	16bitfit	20_projects/prj-16bitfit/	HIGH	Please perform a comprehensive audit of the 16BitFit-V3 project folder…
Please read the Sean-Winslow-Profile-Context-Compact-md for context….md	4	claude-mastery	ai-prompt		60_archive/apple-notes-prompts/	MEDIUM	Please read the Sean-Winslow-Profile-Context-Compact.md for context…
Please read through 16BitFit-Home_Avatar_Color_Specifications-md within….md	4	creative-studio|life-systems	ai-prompt	16bitfit	20_projects/prj-16bitfit/	HIGH	Please read through 16BitFit-Home_Avatar_Color_Specifications.md within…
Please read through all of the markdown files within the agents folder….md	24	creative-studio|life-systems	ai-prompt	16bitfit	20_projects/prj-16bitfit/	HIGH	Please read through all of the markdown files within the agents folder…
Please read through the files within the -Users-seanwinslow-Code-Brain….md	20	creative-studio|claude-mastery	ai-prompt	superuser-pack	20_projects/prj-superuser-pack/	HIGH	Please read through the files within the /Users/seanwinslow/Code-Brain…
Please reformat these to fit my tech stack and incorporate these animated….md	132	creative-studio|life-systems	ai-prompt		40_knowledge/references/	HIGH	Please reformat these to fit my tech stack and incorporate these animated…
Please review the -md file I’ve attached called 16BitFit Home Screen….md	9	creative-studio|life-systems	ai-prompt	16bitfit	20_projects/prj-16bitfit/	HIGH	Please review the .md file I’ve attached called 16BitFit Home Screen…
Please review the documents I've attached and any relevant documents….md	22	creative-studio|claude-mastery|design-team	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	Please review the documents I've attached and any relevant documents…
Please scan through the front-end-spec-md, the architecture-md, and….md	3	creative-studio|product-management	project-material		40_knowledge/references/	HIGH	Please scan through the front-end-spec.md, the architecture.md, and…
Please use chrome-devtools mcp connector to scan this website- https….md	6	product-management|claude-mastery|creative-studio	ai-prompt	campus-201	20_projects/prj-campus-201/	HIGH	Please use chrome-devtools mcp connector to scan this website: https…
Pocket AI PM.md	107	product-management|life-systems|claude-mastery	idea		00_inbox/	HIGH	Pocket AI PM
Pocket PM Prompt 7-2-2025.md	75	product-management|life-systems	project-material		40_knowledge/references/	HIGH	Pocket PM Prompt 7/2/2025
Pocket PM portfolio notes.md	5	unclassified	idea		00_inbox/	MEDIUM	Pocket PM portfolio notes
Poconos Trip Shopping List.md	147	life-systems	list		50_sources/data/	MEDIUM	Poconos Trip Shopping List
Poconos checklist.md	23	life-systems	unknown		00_inbox/	MEDIUM	Poconos checklist
Possible production card.md	6	unclassified	idea		00_inbox/	MEDIUM	Possible production card
Premortem exercise -.md	3	unclassified	unknown		00_inbox/	LOW	Premortem exercise -
Presentation notes-.md	13	unclassified	project-material		40_knowledge/references/	MEDIUM	Presentation notes:
Proceed with PR 3 only-.md	80	design-team|product-management	reference		40_knowledge/references/	HIGH	Proceed with PR 3 only.
Proceed with accessibility fixes- Remember to utilize your sub-agents….md	21	claude-mastery|design-team	ai-prompt		40_knowledge/references/	HIGH	Proceed with accessibility fixes. Remember to utilize your sub-agents…
Procrastination Phantom.md	6	creative-studio|life-systems	project-material		40_knowledge/references/	MEDIUM	Procrastination Phantom
Procreate.md	3	unclassified	unknown		00_inbox/	LOW	Procreate
Product-Focused Projects for Your Portfolio-.md	16	product-management|life-systems	project-material	campus-201	20_projects/prj-campus-201/	HIGH	Product-Focused Projects for Your Portfolio:
Professional services forms-.md	21	product-management	unknown	campus-201	20_projects/prj-campus-201/	MEDIUM	Professional services forms:
Project ContextYou are GPT-5 Codex operating locally on the Phaser….md	22	creative-studio|claude-mastery	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	Project ContextYou are GPT-5 Codex operating locally on the Phaser…
Prompt Engineer info-.md	3	claude-mastery	unknown		40_knowledge/references/	MEDIUM	Prompt Engineer info:
Prompt For UI-UX Design For LLMs.md	111	creative-studio|design-team|claude-mastery	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	Prompt For UI/UX Design For LLMs
Prompt For cursor After running master prompt.md	29	creative-studio	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	Prompt For cursor After running master prompt
Prompt engineer notes.md	5	claude-mastery	unknown		40_knowledge/references/	MEDIUM	Prompt engineer notes
Prompt for Claude Code- Add Fey-Inspired Scroll Animations & Visual….md	66	creative-studio|design-team|life-systems	project-material		40_knowledge/references/	HIGH	Prompt for Claude Code: Add Fey-Inspired Scroll Animations & Visual…
Prompt for Claude Code-.md	102	claude-mastery|creative-studio|product-management	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	Prompt for Claude Code:
Prompt for Claude code after restart.md	115	creative-studio|claude-mastery|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	Prompt for Claude code after restart
Prompt for Claude for New UX-UI design 7-13-25.md	107	creative-studio|claude-mastery|life-systems	ai-prompt	16bitfit	20_projects/prj-16bitfit/	HIGH	Prompt for Claude for New UX/UI design 7-13-25
Prompt to architect in gemini from IDE architect.md	9	claude-mastery	project-material		40_knowledge/references/	HIGH	Prompt to architect in gemini from IDE architect
Prompts from Chat GPT to make it feel more modern with the 16 bit….md	82	creative-studio|design-team|life-systems	ai-prompt		60_archive/apple-notes-prompts/	MEDIUM	Prompts from Chat GPT to make it feel more modern with the 16 bit…
Prompts to generate for Nano banana.md	95	creative-studio|design-team|life-systems	unknown	16bitfit	20_projects/prj-16bitfit/	MEDIUM	Prompts to generate for Nano banana
Provide me with an extremely detailed prompt I can bring into nana….md	5	creative-studio	ai-prompt		40_knowledge/references/	HIGH	Provide me with an extremely detailed prompt I can bring into nana…
Pull ups.md	9	unclassified	unknown		00_inbox/	LOW	Pull ups
Put the email on there.md	5	unclassified	unknown	campus-201	20_projects/prj-campus-201/	LOW	Put the email on there
QUESTIONS FOR SEAN.md	23	life-systems|product-management|creative-studio	reference	boston-move	20_projects/prj-boston-move/	HIGH	QUESTIONS FOR SEAN
Quickture Login.md	3	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Quickture Login
RALPH DIMENSIONS On CA.md	6	unclassified	unknown		00_inbox/	LOW	RALPH DIMENSIONS On CA
RAMP onboarding notes.md	47	life-systems	project-material		40_knowledge/references/	HIGH	RAMP onboarding notes
README-md (project overview + structure) — foundation for all agents….md	11	creative-studio|claude-mastery|design-team	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	README.md (project overview + structure) — foundation for all agents…
RECYCLED DEEP RESEARCH PROMPT.md	15	claude-mastery|creative-studio|life-systems	idea	16bitfit	20_projects/prj-16bitfit/	HIGH	RECYCLED DEEP RESEARCH PROMPT
REDO LARRY AND SAM.md	5	unclassified	unknown		00_inbox/	LOW	REDO LARRY AND SAM
REDO RECORDINGS-.md	8	unclassified	unknown		00_inbox/	LOW	REDO RECORDINGS:
REDO VOICE.md	9	creative-studio	personal		60_archive/apple-notes-personal/	MEDIUM	REDO VOICE
RESEARCH QUESTION.md	5	claude-mastery|creative-studio	reference		40_knowledge/references/	HIGH	RESEARCH QUESTION
RIPPING YOUTUBE VIDEOS.md	6	unclassified	unknown		00_inbox/	LOW	RIPPING YOUTUBE VIDEOS
ROLE- You are a Sprite QA & Evaluation Engineer for a 2D fighting….md	31	creative-studio|life-systems	reference		40_knowledge/references/	MEDIUM	ROLE: You are a Sprite QA & Evaluation Engineer for a 2D fighting…
RUN REQUEST — Combat First 25 (with temp route flip if needed).md	19	creative-studio|life-systems	unknown	16bitfit	20_projects/prj-16bitfit/	MEDIUM	RUN REQUEST — Combat First 25 (with temp route flip if needed)
RUNNER.md	20	creative-studio|product-management	unknown	16bitfit	20_projects/prj-16bitfit/	MEDIUM	RUNNER
RUNWARE PROMPTS.md	48	creative-studio|life-systems|design-team	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	RUNWARE PROMPTS
React Components.md	250	claude-mastery|creative-studio|design-team	code-snippet		40_knowledge/references/	HIGH	React Components
Read COMPLETE WEBSITE ROADMAP-md.md	76	product-management|life-systems|claude-mastery	project-material	campus-201	20_projects/prj-campus-201/	HIGH	Read COMPLETE WEBSITE ROADMAP.md
Rebuilding 16BitFit.md	3	creative-studio	unknown	16bitfit	20_projects/prj-16bitfit/	MEDIUM	Rebuilding 16BitFit
Reconnect project file-.md	5	life-systems	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Reconnect project file.
Reference the attached documentation, specifically the PixelWipe specifications….md	29	claude-mastery|creative-studio|design-team	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	Reference the attached documentation, specifically the PixelWipe specifications…
Reingest 21-3597.md	3	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Reingest 21-3597
Ren and Stimpy Art style.md	17	creative-studio	reference		40_knowledge/references/	HIGH	Ren and Stimpy Art style
Rental camera gear per day.md	6	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Rental camera gear per day
Replace the girl on the right side of the screen within Scene-2-Retake-jpeg….md	3	creative-studio	unknown		40_knowledge/references/	MEDIUM	Replace the girl on the right side of the screen within Scene-2-Retake.jpeg…
Reputation - album.md	4	unclassified	unknown		00_inbox/	LOW	Reputation - album
Research Goal-.md	31	creative-studio|design-team|claude-mastery	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	Research Goal:
Rev account.md	8	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Rev account
Review Mining Parameters (Phase 2C).md	22	unclassified	project-material		40_knowledge/references/	MEDIUM	Review Mining Parameters (Phase 2C)
Rewatch- Beyond the Grind- AI Product Management Secrets and Top 1….md	3	product-management	unknown		40_knowledge/references/	MEDIUM	Rewatch: Beyond the Grind: AI Product Management Secrets and Top 1…
Rick and Morty.md	12	unclassified	unknown		00_inbox/	LOW	Rick and Morty
Right now, this is the opacity for the layers on your website 6-19….md	126	claude-mastery|creative-studio|design-team	code-snippet		40_knowledge/references/	HIGH	Right now, this is the opacity for the layers on your website 6/19…
Ringest file, copy meta data.md	3	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Ringest file, copy meta data
Robert Glenn Rice.md	8	unclassified	unknown		00_inbox/	LOW	Robert Glenn Rice
Role- 16BitFit image batch agent for local downloads (no external….md	47	creative-studio|life-systems	unknown	16bitfit	20_projects/prj-16bitfit/	MEDIUM	Role: 16BitFit image batch agent for local downloads (no external…
Role- You are a master pixel artist specializing in Authentic DMG….md	14	creative-studio|product-management|design-team	reference		40_knowledge/references/	HIGH	Role: You are a master pixel artist specializing in Authentic DMG…
Rosebank Pharmacy For Prescription.md	11	unclassified	unknown		00_inbox/	LOW	Rosebank Pharmacy For Prescription
Run npx http-server dist --port 4173 --silent &.md	67	life-systems	project-material		40_knowledge/references/	MEDIUM	Run npx http-server dist --port 4173 --silent &
Russian store.md	10	unclassified	unknown		00_inbox/	LOW	Russian store
SAM zoomed in position and scale.md	22	unclassified	unknown		00_inbox/	LOW	SAM zoomed in position and scale
SCHEDULED.md	6	unclassified	reference		40_knowledge/references/	MEDIUM	SCHEDULED
SCOTTSDALE RESTAURANTS-.md	15	unclassified	unknown		00_inbox/	LOW	SCOTTSDALE RESTAURANTS:
SESSION INITIALIZER v2 – 16BitFit · Figma Make.md	27	creative-studio|design-team|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	SESSION INITIALIZER v2 – 16BitFit · Figma Make
SHOT LISTS - NANO BANANA.md	17	creative-studio|design-team	reference		40_knowledge/references/	HIGH	SHOT LISTS - NANO BANANA
SLING TV-.md	3	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	SLING TV:
SORCERESS COMMAND START UP.md	18	unclassified	unknown		00_inbox/	LOW	SORCERESS COMMAND START UP
SPRITE SHEET WORKFLOW UPDATES - Going to run the hybrid method, but….md	7	creative-studio|product-management|life-systems	unknown		40_knowledge/references/	MEDIUM	SPRITE SHEET WORKFLOW UPDATES - Going to run the hybrid method, but…
